,Date,Time,Race,Gender,Body_Size,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,latitude,longitude,Num_of_Baskets,Binned_Age_Range
1876,2016-02-18,03:36:28,indian,female,moderate,yes,toddler,big,black,traditional,yellow,short_sleeve,grey,long,clothes,6,8,yes,3.0868730120538443,101.57756267510064,1.0,"(50, 60]"
1877,2016-02-22,02:47:22,chinese,male,thin,no,toddler ,small,purple,casual,white,long sleeve,green,short,clothes,5,8,no,3.172493819257361,101.56232657125167,2.0,"(40, 50]"
1878,2015-12-16,13:49:20,chinese,female,fat,yes,young,big,white,formal,brown,short_sleeve,black ,short,clothes,5,9,yes,3.0943443501928827,101.62740032048391,3.0,"(50, 60]"
1879,2016-01-21,19:06:47,malay,female,moderate,no,no_kids,small,pink,traditional,orange,short_sleeve,grey,long,clothes,4,7,no,3.1296866531643093,101.60094748724836,2.0,"(40, 50]"
1880,2015-12-13,15:18:22,chinese,male,moderate,no,toddler ,big,green,casual,orange,short_sleeve,blue,short,blankets,3,8,yes,3.063054463401187,101.57069829283658,3.0,"(50, 60]"
1881,2016-01-15,04:49:01,foreigner ,female,fat,no,toddler,big,blue,traditional,purple,long sleeve,yellow,long,blankets,6,7,no,3.142648456741342,101.60614656251538,3.0,"(20, 30]"
1882,2015-12-11,10:49:42,chinese,male,moderate,yes,young,small,green,traditional,brown,short_sleeve,blue,long,blankets,5,10,yes,3.0946772974348566,101.59492989056622,3.0,"(50, 60]"
1883,2016-02-19,02:16:02,malay,female,fat,yes,toddler ,big,grey,casual,black,long sleeve,brown,long,clothes,4,7,no,3.106655602660004,101.62668001023694,3.0,"(50, 60]"
1884,2016-02-09,16:45:42,malay,female,moderate,no,toddler,small,brown,traditional,orange,long sleeve,grey,short,blankets,6,8,yes,3.1298047442912296,101.56358686958237,3.0,"(40, 50]"
1885,2015-12-22,23:24:27,chinese,male,thin,no,no_kids,big,blue,casual,grey,short_sleeve,red,long,clothes,5,10,yes,3.0702097109760484,101.56359435821632,1.0,"(30, 40]"
1886,2016-02-06,20:46:40,malay,male,moderate,yes,toddler ,big,orange,formal,green,long sleeve,black ,long,blankets,6,10,no,3.053695629504885,101.63625339003706,3.0,"(20, 30]"
1887,2016-02-19,00:56:34,malay,male,fat,yes,toddler,small,grey,formal,white,long sleeve,blue_jeans,long,blankets,6,9,yes,3.163402108828614,101.59919234223732,2.0,"(50, 60]"
1888,2016-02-03,15:34:22,indian,male,thin,no,toddler,big,black,casual,orange,long sleeve,blue_jeans,long,blankets,4,9,no,3.179243485878924,101.64527516881462,3.0,"(50, 60]"
1889,2015-12-02,23:16:01,malay,female,fat,yes,toddler ,small,white,traditional,black,long sleeve,yellow,long,clothes,3,7,yes,3.1646688258324627,101.59414617420786,3.0,"(20, 30]"
1890,2016-01-20,11:36:31,foreigner ,female,moderate,no,baby,small,yellow,casual,black,short_sleeve,yellow,long,clothes,3,9,yes,3.177295782569268,101.63346474352063,1.0,"(50, 60]"
1891,2016-02-21,22:10:25,foreigner ,male,thin,yes,young,small,white,casual,black ,long sleeve,orange,short,clothes,4,8,no,3.0965777080713277,101.64787431346844,1.0,"(50, 60]"
1892,2016-02-21,12:30:31,foreigner ,male,moderate,yes,no_kids,small,green,formal,green,long sleeve,orange,short,clothes,6,10,no,3.049599913158468,101.61519940951032,1.0,"(50, 60]"
1893,2016-01-27,01:25:46,chinese,male,fat,no,no_kids,small,brown,formal,grey,long sleeve,blue_jeans,long,blankets,3,9,yes,3.1189499190183128,101.56475145068237,3.0,"(30, 40]"
1894,2015-12-23,17:55:53,malay,female,moderate,yes,young,small,black,formal,blue,short_sleeve,black ,short,clothes,5,10,yes,3.1649337555600265,101.58534270255622,1.0,"(50, 60]"
1895,2015-12-16,19:22:36,foreigner ,male,fat,yes,young,big,blue,traditional,black,long sleeve,red,long,blankets,3,9,yes,3.0996225220135285,101.60526664002592,2.0,"(20, 30]"
1896,2015-12-16,14:50:07,malay,male,fat,yes,toddler,small,brown,formal,black,short_sleeve,green,short,clothes,6,7,yes,3.158829834871628,101.61760407533352,2.0,"(40, 50]"
1897,2015-12-29,05:36:01,malay,female,moderate,no,toddler ,big,white,traditional,white,long sleeve,orange,short,clothes,3,8,yes,3.124833820552079,101.59365108659117,3.0,"(50, 60]"
1898,2016-02-10,23:39:12,foreigner ,male,fat,yes,no_kids,small,orange,casual,blue,short_sleeve,yellow,short,clothes,6,9,yes,3.0866322879649863,101.60557221281304,3.0,"(40, 50]"
1899,2015-12-28,23:05:26,chinese,male,thin,no,young,big,grey,formal,black,long sleeve,brown,short,clothes,3,8,yes,3.0834136504115865,101.59129594697905,2.0,"(30, 40]"
1900,2016-02-27,00:52:17,chinese,male,fat,yes,baby,big,black,traditional,black,short_sleeve,blue  ,long,clothes,6,10,yes,3.108226593151674,101.64320525830072,1.0,"(10, 20]"
1901,2016-01-27,06:17:07,foreigner ,male,fat,no,no_kids,big,green,traditional,black ,long sleeve,red,long,clothes,6,7,yes,3.17409254447626,101.64178807400272,2.0,"(20, 30]"
1902,2016-01-28,05:46:17,foreigner ,female,thin,no,toddler,small,pink,formal,grey,short_sleeve,blue  ,short,blankets,5,9,yes,3.1196926460255017,101.62961548512384,1.0,"(50, 60]"
1903,2016-02-27,10:38:25,malay,female,fat,yes,young,small,orange,traditional,grey,long sleeve,yellow,long,clothes,5,9,no,3.094093787997097,101.60362317200594,3.0,"(30, 40]"
1904,2016-02-15,10:31:29,malay,female,fat,yes,toddler ,big,yellow,traditional,green,short_sleeve,black ,short,clothes,5,8,yes,3.175433562562549,101.59288581029212,2.0,"(20, 30]"
1905,2015-12-14,07:49:25,indian,male,moderate,no,young,big,yellow,casual,blue,short_sleeve,orange,short,clothes,6,10,no,3.072293705577777,101.6049515359224,3.0,"(30, 40]"
1906,2015-12-19,19:15:29,foreigner ,male,thin,yes,baby,small,white,formal,yellow,long sleeve,red,short,clothes,4,7,no,3.1367448218801925,101.5693579136207,3.0,"(20, 30]"
1907,2016-02-17,07:24:05,malay,female,thin,no,baby,big,brown,traditional,black,short_sleeve,purple,long,blankets,5,8,no,3.0654557017417146,101.58760695628632,3.0,"(20, 30]"
1908,2016-02-17,03:32:01,malay,female,thin,yes,toddler,big,blue,traditional,brown,long sleeve,red,short,clothes,5,7,yes,3.17102033444516,101.62580940197056,3.0,"(10, 20]"
1909,2015-12-21,02:27:30,chinese,male,thin,yes,no_kids,big,black,traditional,white,short_sleeve,orange,long,blankets,6,10,yes,3.0788715726297853,101.61848464977322,2.0,"(20, 30]"
1910,2016-02-10,01:16:27,indian,female,moderate,yes,baby,big,orange,formal,black,short_sleeve,blue,short,blankets,5,7,no,3.1377726156439727,101.6102003183398,2.0,"(50, 60]"
1911,2016-01-25,20:04:44,indian,male,fat,yes,baby,big,blue,traditional,brown,short_sleeve,orange,short,blankets,3,10,no,3.1510957470154617,101.55887538370956,1.0,"(10, 20]"
1912,2016-01-14,12:42:31,malay,male,moderate,yes,no_kids,small,yellow,traditional,pink,long sleeve,blue ,short,blankets,4,8,no,3.074730286376101,101.65586056897293,1.0,"(30, 40]"
1913,2016-03-01,07:28:24,chinese,female,thin,no,baby,big,orange,traditional,red,short_sleeve,pink,short,clothes,5,7,yes,3.115935322424873,101.56420812778468,3.0,"(10, 20]"
1914,2016-01-14,04:33:30,malay,male,fat,yes,toddler,small,yellow,casual,brown,long sleeve,blue,long,clothes,3,9,yes,3.090461547754297,101.55650989654556,3.0,"(20, 30]"
1915,2015-12-16,10:20:06,chinese,male,fat,no,toddler ,big,orange,casual,black ,long sleeve,green,short,clothes,3,9,yes,3.126910991184548,101.65927043398302,3.0,"(20, 30]"
1916,2016-02-26,12:43:31,foreigner ,male,fat,yes,toddler,big,yellow,casual,white,long sleeve,blue,short,blankets,3,9,no,3.128346913040476,101.61916292179622,1.0,"(20, 30]"
1917,2016-02-14,09:41:02,foreigner ,female,thin,yes,toddler,big,black,formal,yellow,short_sleeve,black ,short,clothes,5,9,no,3.0930883312591506,101.58074094629148,3.0,"(20, 30]"
1918,2016-02-16,21:47:16,chinese,female,thin,yes,young,small,grey,casual,grey,long sleeve,blue_jeans,short,clothes,5,8,yes,3.1173351374076748,101.64900246582698,3.0,"(30, 40]"
1919,2015-12-30,03:03:12,foreigner ,female,fat,yes,toddler,big,red,formal,purple,short_sleeve,blue,short,clothes,5,10,yes,3.050357675293124,101.614999575172,2.0,"(50, 60]"
1920,2016-02-21,10:45:53,chinese,male,moderate,no,baby,big,orange,traditional,black ,long sleeve,white,short,clothes,5,9,yes,3.1066320977066697,101.62030684339598,3.0,"(50, 60]"
1921,2015-12-05,22:23:48,indian,female,thin,yes,toddler ,small,pink,formal,orange,short_sleeve,black,long,blankets,3,8,yes,3.1619237720761224,101.6025774442073,1.0,"(40, 50]"
1922,2015-12-29,11:31:07,chinese,male,moderate,yes,no_kids,small,brown,formal,pink,long sleeve,red,long,clothes,5,9,yes,3.0783002580872947,101.59511667076302,1.0,"(40, 50]"
1923,2016-02-04,05:44:55,indian,male,fat,no,baby,big,white,formal,blue,short_sleeve,blue ,long,blankets,3,7,yes,3.0692789054792096,101.56507169600316,1.0,"(40, 50]"
1924,2016-01-19,09:34:34,foreigner ,male,moderate,yes,toddler,big,white,formal,orange,long sleeve,black,short,blankets,5,9,no,3.0995588605200046,101.62077231114527,3.0,"(10, 20]"
1925,2016-01-19,19:30:31,chinese,female,thin,no,baby,big,brown,traditional,green,long sleeve,green,long,blankets,3,8,no,3.084368015567497,101.65063990859612,2.0,"(20, 30]"
1926,2016-02-26,02:02:28,chinese,female,moderate,yes,toddler,small,orange,casual,orange,short_sleeve,blue  ,long,blankets,4,9,no,3.1416309623636303,101.6270154538235,2.0,"(20, 30]"
1927,2016-01-27,10:56:43,malay,female,moderate,no,no_kids,big,black,formal,brown,long sleeve,white,long,clothes,6,9,no,3.142001778235478,101.55650084436616,2.0,"(50, 60]"
1928,2016-02-19,03:09:35,malay,female,fat,no,baby,big,blue,formal,pink,short_sleeve,black ,short,blankets,4,8,no,3.158301966200103,101.65083812274104,1.0,"(20, 30]"
1929,2016-01-11,22:27:35,foreigner ,female,moderate,yes,no_kids,small,brown,casual,red,long sleeve,white,short,blankets,6,8,yes,3.051654056564891,101.61794972852232,2.0,"(30, 40]"
1930,2016-02-29,02:36:25,chinese,male,thin,no,toddler ,big,black,formal,purple,long sleeve,blue_jeans,long,blankets,4,8,no,3.139967895644081,101.5765397093925,2.0,"(20, 30]"
1931,2016-02-05,18:26:47,foreigner ,female,fat,no,baby,small,blue,traditional,pink,long sleeve,green,short,blankets,5,9,no,3.1616890359543013,101.62078599578538,3.0,"(40, 50]"
1932,2016-01-17,19:50:13,chinese,female,fat,no,no_kids,big,green,casual,purple,short_sleeve,white,short,blankets,4,7,no,3.079290972315769,101.65594485872168,2.0,"(40, 50]"
1933,2015-12-18,10:53:19,malay,male,fat,no,toddler ,small,purple,traditional,grey,short_sleeve,red,long,clothes,5,10,yes,3.0780560622098707,101.626219736788,2.0,"(20, 30]"
1934,2015-12-21,23:37:02,foreigner ,male,thin,no,young,small,black,casual,brown,long sleeve,green,short,blankets,4,8,no,3.1127302464309228,101.63082338753684,2.0,"(30, 40]"
1935,2016-01-08,03:17:00,malay,male,fat,no,toddler,big,red,casual,blue,long sleeve,red,long,blankets,5,8,no,3.0621844994185845,101.65443648449995,2.0,"(30, 40]"
1936,2016-02-03,22:53:09,foreigner ,female,thin,no,baby,big,yellow,traditional,green,short_sleeve,green,short,clothes,3,7,yes,3.076527235915425,101.5790261926756,3.0,"(40, 50]"
1937,2015-12-07,07:42:18,foreigner ,female,thin,no,young,small,brown,casual,white,long sleeve,red,long,clothes,3,8,yes,3.1234995715721365,101.59234876253404,1.0,"(30, 40]"
1938,2015-12-23,20:08:33,malay,female,thin,no,toddler,big,brown,casual,yellow,short_sleeve,blue,long,clothes,5,9,yes,3.1084622145241,101.5601483737929,1.0,"(40, 50]"
1939,2016-02-18,14:05:16,indian,female,moderate,yes,baby,big,purple,formal,black ,short_sleeve,pink,short,blankets,6,8,yes,3.080611877531453,101.6359988023582,1.0,"(50, 60]"
1940,2016-02-13,13:55:18,indian,female,fat,yes,young,small,red,casual,pink,short_sleeve,red,short,blankets,6,7,no,3.1702901016774225,101.58037478200032,3.0,"(30, 40]"
1941,2016-01-04,07:59:07,malay,male,fat,no,young,small,white,casual,red,short_sleeve,pink,long,clothes,4,7,yes,3.152972619178455,101.55930876391032,3.0,"(40, 50]"
1942,2016-01-10,21:16:56,indian,female,fat,yes,young,small,brown,traditional,white,short_sleeve,brown,short,blankets,3,10,no,3.0550574924449143,101.59680604854503,2.0,"(40, 50]"
1943,2016-01-08,15:38:57,malay,male,thin,no,baby,small,blue,formal,pink,long sleeve,blue_jeans,long,blankets,5,10,yes,3.068924102727924,101.57343909167,3.0,"(40, 50]"
1944,2015-12-22,12:15:51,foreigner ,female,moderate,yes,baby,small,brown,casual,white,short_sleeve,red,short,blankets,5,7,yes,3.133359084620002,101.64471554242286,2.0,"(30, 40]"
1945,2016-01-04,11:52:23,foreigner ,male,moderate,no,toddler,big,purple,casual,grey,long sleeve,black,short,blankets,4,10,yes,3.153727618107682,101.59098514068224,2.0,"(40, 50]"
1946,2016-01-02,03:38:09,malay,male,fat,no,baby,big,pink,formal,green,short_sleeve,purple,short,blankets,5,8,yes,3.166661856923044,101.64298330590532,1.0,"(50, 60]"
1947,2016-01-12,18:11:40,malay,female,moderate,yes,no_kids,big,yellow,formal,red,short_sleeve,pink,long,clothes,3,10,no,3.1194926809764105,101.6053410705006,2.0,"(50, 60]"
1948,2016-01-14,17:19:38,indian,male,moderate,yes,toddler ,small,green,casual,green,long sleeve,yellow,short,clothes,3,9,yes,3.0569036713430777,101.57183095082888,1.0,"(40, 50]"
1949,2016-01-11,02:17:00,chinese,female,moderate,yes,no_kids,big,grey,formal,blue,short_sleeve,pink,short,clothes,4,9,no,3.060525411113041,101.61058324222316,1.0,"(20, 30]"
1950,2015-12-28,00:51:43,indian,female,thin,no,no_kids,big,purple,formal,brown,long sleeve,orange,long,blankets,3,8,yes,3.13997632499644,101.62005992956324,2.0,"(50, 60]"
1951,2016-01-18,13:04:16,chinese,male,fat,yes,no_kids,big,red,traditional,red,long sleeve,brown,long,clothes,6,9,no,3.1663486461984958,101.62417160339236,1.0,"(20, 30]"
1952,2015-12-11,19:04:53,chinese,female,thin,yes,toddler ,big,yellow,casual,orange,short_sleeve,brown,long,clothes,6,8,yes,3.160546296343621,101.57079069472064,3.0,"(30, 40]"
1953,2016-02-07,20:58:23,malay,male,moderate,no,toddler,small,purple,traditional,blue,long sleeve,blue ,short,clothes,4,7,no,3.072113953877091,101.6509208961172,1.0,"(40, 50]"
1954,2015-12-18,02:00:31,foreigner ,female,moderate,yes,toddler ,big,brown,formal,pink,long sleeve,blue  ,long,blankets,6,8,no,3.0967137381366467,101.57867753065295,3.0,"(40, 50]"
1955,2015-12-04,21:41:38,indian,male,moderate,no,toddler ,big,pink,casual,green,short_sleeve,blue  ,short,clothes,6,8,yes,3.1716143274276165,101.65624503346196,2.0,"(20, 30]"
1956,2016-02-26,02:45:07,malay,male,thin,no,young,big,grey,casual,purple,short_sleeve,red,short,blankets,3,10,no,3.1347529935515834,101.59632498978944,2.0,"(30, 40]"
1957,2015-12-30,07:27:49,malay,male,thin,no,young,small,grey,traditional,white,short_sleeve,blue ,short,blankets,5,8,no,3.1415549625845065,101.55792975833792,1.0,"(20, 30]"
1958,2015-12-31,02:01:09,chinese,female,thin,no,no_kids,big,blue,formal,purple,long sleeve,brown,short,blankets,4,10,no,3.068494228924134,101.59430376390276,1.0,"(40, 50]"
1959,2016-02-14,01:37:07,foreigner ,male,thin,yes,baby,big,pink,casual,black ,short_sleeve,black,short,clothes,4,9,yes,3.160884514087828,101.58767091890483,1.0,"(30, 40]"
1960,2016-02-05,08:10:40,malay,male,thin,yes,toddler,small,black,traditional,black ,long sleeve,orange,short,clothes,6,8,yes,3.0568243142810663,101.59533587750768,3.0,"(40, 50]"
1961,2016-01-30,12:31:29,foreigner ,male,moderate,no,toddler,big,blue,formal,yellow,long sleeve,brown,short,blankets,4,10,yes,3.081467860973775,101.56210134209164,1.0,"(30, 40]"
1962,2015-12-08,18:09:19,foreigner ,male,fat,no,young,big,black,casual,brown,long sleeve,purple,short,blankets,4,10,yes,3.102656118663993,101.59252263441368,3.0,"(50, 60]"
1963,2016-01-21,05:27:27,chinese,male,moderate,yes,young,small,orange,casual,black,short_sleeve,red,long,clothes,4,10,yes,3.147663259673949,101.56283724237906,2.0,"(20, 30]"
1964,2016-02-12,14:18:43,foreigner ,female,fat,yes,toddler,small,brown,casual,yellow,long sleeve,black,short,clothes,5,9,yes,3.099985944236189,101.59159691241972,2.0,"(20, 30]"
1965,2016-02-26,10:07:18,malay,female,thin,no,baby,small,orange,formal,white,short_sleeve,orange,short,clothes,6,9,yes,3.135969416577499,101.6477803677045,2.0,"(30, 40]"
1966,2016-02-03,01:10:11,chinese,female,fat,no,baby,small,purple,formal,black,long sleeve,blue,short,clothes,5,7,no,3.068262753826413,101.64039889214004,3.0,"(10, 20]"
1967,2015-12-18,21:00:17,malay,male,fat,no,young,small,black,formal,green,long sleeve,blue,long,blankets,6,8,no,3.130984041751294,101.5593392510671,1.0,"(10, 20]"
1968,2016-01-10,17:57:03,indian,male,thin,no,no_kids,small,orange,formal,yellow,long sleeve,blue ,long,clothes,4,8,yes,3.152104458809765,101.61170750726804,3.0,"(30, 40]"
1969,2015-12-22,21:11:07,malay,female,fat,yes,no_kids,big,blue,traditional,yellow,long sleeve,blue ,short,clothes,5,10,yes,3.1565445085887704,101.59843945610363,2.0,"(50, 60]"
1970,2015-12-27,04:57:45,malay,female,moderate,no,toddler ,small,white,traditional,green,long sleeve,grey,long,clothes,6,10,yes,3.1384798705299985,101.57680354857928,1.0,"(30, 40]"
1971,2015-12-16,11:48:25,chinese,female,fat,yes,toddler ,big,green,casual,green,long sleeve,purple,long,clothes,5,7,no,3.074828029884966,101.59137329449749,1.0,"(20, 30]"
1972,2015-12-18,20:35:04,indian,male,thin,yes,toddler,big,white,casual,black,short_sleeve,black,short,clothes,4,9,yes,3.11885151178534,101.63012733169174,3.0,"(40, 50]"
1973,2015-12-11,12:40:30,indian,female,fat,no,young,big,green,formal,orange,long sleeve,yellow,long,clothes,6,8,yes,3.138654841718275,101.64092322959482,3.0,"(40, 50]"
1974,2015-12-18,14:11:35,chinese,female,moderate,yes,no_kids,big,red,traditional,orange,long sleeve,purple,long,blankets,6,7,no,3.106347990131285,101.65031496339186,2.0,"(20, 30]"
1975,2015-12-04,05:09:37,indian,male,thin,yes,no_kids,big,pink,casual,red,short_sleeve,blue_jeans,short,blankets,3,10,no,3.063717626832888,101.57560869305068,3.0,"(30, 40]"
1976,2016-02-12,03:54:31,chinese,male,moderate,no,young,small,pink,formal,white,long sleeve,blue,long,clothes,6,8,no,3.1409276362879592,101.58246512701048,3.0,"(40, 50]"
1977,2015-12-30,07:53:39,indian,male,moderate,no,toddler ,big,brown,formal,yellow,short_sleeve,blue_jeans,short,clothes,3,9,no,3.0711655386368046,101.64763338854424,3.0,"(20, 30]"
1978,2016-02-06,03:09:23,chinese,female,moderate,no,toddler,small,white,casual,black ,long sleeve,blue  ,long,blankets,3,7,no,3.058239231877556,101.65844572370194,1.0,"(20, 30]"
1979,2016-02-10,22:02:42,chinese,male,moderate,no,young,small,pink,traditional,grey,short_sleeve,orange,short,clothes,3,9,no,3.164965042973204,101.64575513867138,1.0,"(10, 20]"
1980,2016-02-19,17:18:03,indian,male,moderate,no,toddler ,small,orange,formal,black,short_sleeve,blue ,long,clothes,6,9,yes,3.1335359383521664,101.57948676776466,3.0,"(40, 50]"
1981,2015-12-05,04:41:40,foreigner ,female,fat,no,baby,small,yellow,formal,pink,short_sleeve,black ,short,clothes,3,9,no,3.156297609868981,101.56186863385416,3.0,"(20, 30]"
1982,2016-01-31,09:34:08,indian,female,thin,no,toddler ,small,blue,casual,black,long sleeve,pink,short,blankets,6,7,no,3.1272739748186784,101.60155939499698,3.0,"(30, 40]"
1983,2016-02-29,10:38:04,foreigner ,male,thin,yes,toddler ,small,brown,traditional,purple,short_sleeve,pink,short,clothes,4,10,no,3.149889570798794,101.5587753885752,1.0,"(50, 60]"
1984,2015-12-07,18:22:18,malay,female,thin,yes,toddler ,big,purple,traditional,green,long sleeve,orange,long,blankets,5,8,yes,3.101024870663894,101.60546655553664,3.0,"(40, 50]"
1985,2016-01-02,17:16:16,indian,female,thin,yes,toddler,small,yellow,casual,purple,short_sleeve,pink,short,clothes,3,7,yes,3.06952185117098,101.59904220938306,3.0,"(30, 40]"
1986,2016-02-20,00:18:36,chinese,male,fat,no,toddler,big,pink,casual,grey,long sleeve,red,short,clothes,5,10,no,3.1714004495006622,101.60459518412256,1.0,"(40, 50]"
1987,2016-01-07,12:20:01,indian,male,fat,yes,young,big,black,formal,red,long sleeve,red,short,blankets,4,9,no,3.0828818473466995,101.61115616814122,3.0,"(50, 60]"
